text,target,category,polarity,from,to
"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food~,FOOD#QUALITY~,negative~,85~,89~
Still we keep going back :),NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I was speechless by the horrible food.,food~,FOOD#QUALITY~,negative~,33~,37~
"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food~,FOOD#QUALITY~,negative~,55~,59~
"Rather than eating the meat entree being offered, I requested a vegetarian dish."
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",chef~vegetarian dish~vegetarian dish~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~negative~,43~22~22~,47~37~37~
"I was so stunned, and I left the dinner hungry and majorly disappointing.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
This place survives on reputation alone.,place~,RESTAURANT#MISCELLANEOUS~,negative~,5~,10~
I will NEVER return.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Best In ALL of NYC,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant~,RESTAURANT#GENERAL~,positive~,27~,37~
"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food~,FOOD#QUALITY~,positive~,61~,65~
"never swaying, never a bad meal, never bad service...",NULL~meal~service~,RESTAURANT#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~,0~27~43~,0~31~50~
I'm telling you...
you should travel from the Bronx to try it...,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"great food, great wine list, great service in a great neighborhood...",food~wine list~service~neighborhood~,FOOD#QUALITY~DRINKS#STYLE_OPTIONS~SERVICE#GENERAL~LOCATION#GENERAL~,positive~positive~positive~positive~,6~18~35~54~,10~27~42~66~
so delicious!!!!!!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Patsy's Pizza = true love,Patsy's Pizza~,RESTAURANT#GENERAL~,positive~,0~,13~
Hands down the best pizza on the planet.,pizza~,FOOD#QUALITY~,positive~,20~,25~
My bf and I go to the walk-up counter and order a pie.
"In about 12 minutes, the thing is gone.",NULL~,FOOD#QUALITY~,positive~,0~,0~
Need I say more?
great hot dogs..,hot dogs~,FOOD#QUALITY~,positive~,6~,14~
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs~,FOOD#QUALITY~,positive~,4~,12~
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings~place~,FOOD#QUALITY~RESTAURANT#MISCELLANEOUS~,positive~positive~,6~28~,14~33~
great taste,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Great, original taste.",NULL~,FOOD#QUALITY~,positive~,0~,0~
"For me dishes a little oily, but overall dining experience good.",dishes~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,negative~positive~,7~0~,13~0~
Helpful service and average price per dish $10.,service~dish~,SERVICE#GENERAL~FOOD#PRICES~,positive~positive~,8~38~,15~42~
The only thing that strikes you is the decor?(not very pleasant).,decor~,AMBIENCE#GENERAL~,negative~,39~,44~
great food,food~,FOOD#QUALITY~,positive~,6~,10~
This place has great indian chinese food.,indian chinese food~,FOOD#QUALITY~,positive~,21~,40~
The flavors are amazing and the value is phenomenal.,NULL~NULL~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,0~0~,0~0~
"Be prepared to wait, because the place is pretty tiny.",place~,RESTAURANT#MISCELLANEOUS~,negative~,33~,38~
"Also, they do not take credit card so come with cash!",NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
"Even though the place is not beautiful, the food speaks for itself.",place~food~,AMBIENCE#GENERAL~FOOD#QUALITY~,negative~positive~,16~44~,21~48~
"Best Indian Chinese in the city, by far!",Indian Chinese~,FOOD#QUALITY~,positive~,5~,19~
AMAZING MY FAVORITE!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
I have been living in NYC for bit now and I have to say I love to go out and explore the scene.
"I came across Village Underground by accident, now I go there all the time.",Village Underground~,RESTAURANT#GENERAL~,positive~,14~,33~
The martinis are amazing and very fairly priced.,martinis~martinis~,DRINKS#QUALITY~DRINKS#PRICES~,positive~positive~,4~4~,12~12~
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE~waiters~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,4~43~,11~50~
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",DJ~NULL~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~positive~,4~0~,6~0~
You can get a table without a reservation if you get there early I they don't make you by bottles.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Which lets face it....at times it's a good thing.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~positive~,0~0~,0~0~
Highly recommended!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Everything on the menu is great. ,menu~,FOOD#QUALITY~,positive~,18~,22~
This establishment is the real deal. ,establishment~,RESTAURANT#GENERAL~,positive~,5~,18~
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",NULL~food~NULL~,AMBIENCE#GENERAL~FOOD#QUALITY~RESTAURANT#GENERAL~,positive~positive~positive~,0~59~0~,0~63~0~
"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?"
This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.
But $500 for a dinner for two that didn't include Wine?,dinner for two~,FOOD#PRICES~,negative~,15~,29~
Are you freaking kidding me?
"Look, the appetizers were really good.",appetizers~,FOOD#QUALITY~,positive~,10~,20~
The entree was also very good.,entree~,FOOD#QUALITY~,positive~,4~,10~
"Can't argue about that, but they are clearly over priced.",NULL~,FOOD#PRICES~,negative~,0~,0~
What you are paying for is the environment and the name.,environment~NULL~NULL~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~RESTAURANT#PRICES~,neutral~neutral~negative~,31~0~0~,42~0~0~
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place~place~,AMBIENCE#GENERAL~RESTAURANT#PRICES~,positive~negative~,9~9~,14~14~
$500 included:
Drinks: 2 glasses of Dom Perignon at $35 each.
Starters: Kobe Beef Sashimi.
Which of course is not real Kobe but Wagyu beef.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Surprised that a place of this caliber would advertise it as Kobe.,NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
A beef Consomme.
Entrees: Vanison steak and Bison Steak.
Vanison was good but not amazing.,Vanison~,FOOD#QUALITY~,neutral~,0~,7~
Bison was quite excellent however.,Bison~,FOOD#QUALITY~,positive~,0~,5~
Dessert: pure disaster.,Dessert~,FOOD#QUALITY~,negative~,0~,7~
Just not good at all.,NULL~,FOOD#QUALITY~,negative~,0~,0~
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~negative~,0~0~,0~0~
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant~restaurant~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,negative~negative~,31~31~,41~41~
I was wrong.
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons~The Four Seasons~,RESTAURANT#MISCELLANEOUS~RESTAURANT#PRICES~,neutral~negative~,0~0~,16~16~
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
"All in all, the food was great (except for the dessserts).",food~dessserts~,FOOD#QUALITY~FOOD#QUALITY~,positive~negative~,16~47~,20~56~
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment~NULL~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~,neutral~neutral~,4~4~,15~15~
"If you are going for the food, it will not be worth it.",food~,FOOD#QUALITY~,negative~,25~,29~
"Yes, it is good, but I've had better for cheaper."
"You would think they would make up for it with service, sadly, no.",service~,SERVICE#GENERAL~,negative~,47~,54~
"Service was just ok, it is not what you'd expect for $500.",Service~NULL~,SERVICE#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,7~0~
Terrible Waste of money.. scammers,NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme~,RESTAURANT#GENERAL~,negative~,23~,36~
BUT not in a good way.
I am actually offended to have spent so much money on such a bad experience.,NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme~Casa La Femme~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,46~46~,59~59~
We went to celebrate two birthdays and wanted to do something special and different.
"Our visit their to say the least, was an unpleasant and costly experience!",NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait~,SERVICE#GENERAL~,neutral~,80~,84~
Although we were told 10-15 minutes and it was more like 45 minutes.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
We were ushered to the bar to wait momentarily and upon arrival were so excited.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The place is beautiful!,place~,AMBIENCE#GENERAL~,positive~,4~,9~
The hostess was very pleasant.,hostess~,SERVICE#GENERAL~,positive~,4~,11~
"However, our $14 drinks were were horrible!",drinks~drinks~,DRINKS#QUALITY~DRINKS#PRICES~,negative~negative~,17~17~,23~23~
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Since we were already waiting so long, we felt we had no other choice but to accept it."
Our experience did not ever get any better.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter~,SERVICE#GENERAL~,negative~,42~,48~
After the 4th time i asked again and the waiter than said after our dinner.,waiter~,SERVICE#GENERAL~,negative~,41~,47~
We asked for beverages and never received them.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter~,SERVICE#GENERAL~,negative~,29~,35~
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken~,FOOD#QUALITY~,negative~,3~,10~
I would not expect this for a $55 dinner.,dinner~dinner~,FOOD#QUALITY~FOOD#PRICES~,negative~negative~,34~34~,40~40~
By the time we finished our dinner we still had not received one beverage NOR hooka!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
The only beverage we did receive was water in dirty glasses!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL~NULL~,SERVICE#GENERAL~RESTAURANT#MISCELLANEOUS~,negative~negative~,0~0~,0~0~
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food~NULL~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~RESTAURANT#MISCELLANEOUS~,negative~negative~negative~,211~0~0~,215~0~0~
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~,negative~negative~,101~0~,105~0~
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant~restaurant~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,negative~negative~,20~20~,30~30~
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL~NULL~NULL~,RESTAURANT#GENERAL~RESTAURANT#PRICES~SERVICE#GENERAL~,negative~negative~negative~,0~0~0~,0~0~0~
I wish I COULD be refunded!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Don't go with a larger group than 4! ,NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
I went here for a family birthday dinner. 
Five of us walked in at approximately 6:20 on a Thursday evening. 
"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" "
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",NULL~,SERVICE#GENERAL~,positive~,0~,0~
The menu is fairly simple without much descriptions. ,menu~,FOOD#STYLE_OPTIONS~,neutral~,4~,8~
"There was no tap beer that evening, which was a disappointment. ",beer~,DRINKS#STYLE_OPTIONS~,negative~,17~,21~
"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer~,DRINKS#STYLE_OPTIONS~,negative~,14~,39~
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams~fried oysters and clams~NULL~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,positive~negative~positive~,60~60~0~,83~83~0~
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles~lobster knuckles~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,neutral~negative~,4~4~,20~20~
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer~",FOOD#STYLE_OPTIONS~,negative~,37~,70~
After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. 
The waitress appeared and asked us if we wanted to go ahead and order. 
We replied that we would like to wait 5 more minutes if that was okay. 
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"We called the other person who was very close by, and she told us to order for her, so we did. "
The food arrived in about 15 minutes. ,NULL~,SERVICE#GENERAL~,neutral~,0~,0~
I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass~,FOOD#QUALITY~,positive~,10~,35~
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",food~grilled Mahi Mahi~grilled Mahi Mahi~,FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~negative~negative~,43~79~79~,47~96~96~
I heard the lobster roll was excellent. ,lobster roll~,FOOD#QUALITY~,positive~,12~,24~
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",NULL~,SERVICE#GENERAL~,negative~,0~,0~
"All in all the food was good - a little on the expensive side, but fresh. ",food~food~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,15~15~,19~19~
"Service not the friendliest to our ""large party""! ",Service~,SERVICE#GENERAL~,negative~,0~,7~
Probably would not go back here.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Great Indian food,Indian food~,FOOD#QUALITY~,positive~,6~,17~
"I lived on 50th st, and wanted Indian one day so decided to check this place out."
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food~,FOOD#QUALITY~,positive~,0~,4~
"Very ""normal Indian food"", but done really well.",Indian food~Indian food~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,neutral~positive~,13~13~,24~24~
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place~place~chicken tikka masala~feel~,RESTAURANT#GENERAL~RESTAURANT#PRICES~FOOD#PRICES~AMBIENCE#GENERAL~,positive~negative~negative~negative~,166~166~54~196~,171~171~74~200~
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters~,SERVICE#GENERAL~,negative~,6~,13~
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL~NULL~,SERVICE#GENERAL~RESTAURANT#PRICES~,negative~negative~,0~0~,0~0~
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food~place~,FOOD#QUALITY~RESTAURANT#PRICES~,positive~negative~,134~118~,145~123~
One of the BEST,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill~,RESTAURANT#GENERAL~,positive~,0~,13~
My GF and I dine at Bukhara often as she lives near it.
The lunch buffet is expensive but is deff worth it.,lunch buffet~lunch buffet~,FOOD#PRICES~FOOD#QUALITY~,negative~positive~,4~4~,16~16~
We go often for lunch and the place is packed.
We have gone for dinner only a few times but the same great quality and service is given.,service~dinner~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,72~17~,79~23~
Bukhara is on my top 5 Indian places in NYC,Bukhara~,RESTAURANT#GENERAL~,positive~,0~,7~
Wretched and retching,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
This will be only the third online review I have ever made about a restaurant in my life.
They have all been tonight and they have all been about the same restaurant.
I have never been so disgusted by both food an service.,food~service~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,39~47~,43~54~
For starters they delivered us someone else's order.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Fine, I wont hang you for that."
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee~Korean fair~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,187~87~,194~98~
"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations."
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,38~0~,42~0~
None was made so i hung up.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Less than three minutes passed before I found myself doubled over the toilet.,NULL~,FOOD#QUALITY~,negative~,0~,0~
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",meal~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,140~0~,144~0~
"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!"
We know the difference between and oyster and bad fish.
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant~,RESTAURANT#GENERAL~,negative~,21~,31~
Eat at your own risk.,NULL~,FOOD#QUALITY~,negative~,21~,31~
Gorgeous place ideal for a romantic dinner,place~place~,AMBIENCE#GENERAL~RESTAURANT#MISCELLANEOUS~,positive~positive~,9~9~,14~14~
I took my boyfriend for a dinner on saturday night.
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,four course prix fix menu~white organza tent~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,54~18~,79~36~
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service~waiter~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,4~35~,11~41~
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme~,RESTAURANT#MISCELLANEOUS~,positive~,23~,36~
More Williamsburg Garbage,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
My wife and I visited Dokebi tonight.
We ordered dosut bibimbap and nakgi-bokum.
The dishes came out around 5 minutes apart.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap~stone bowl~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,neutral~negative~,4~34~,12~44~
Too bad I had paid an extra $2 for the stone bowl.,stone bowl~,FOOD#PRICES~,negative~,39~,49~
The nakgi-bokum was horrible.,nakgi-bokum~,FOOD#QUALITY~,negative~,4~,15~
Easily the worst stir-fried squid I've ever tasted.,stir-fried squid~,FOOD#QUALITY~,negative~,17~,33~
The sauce tasted more like Chinese fast food than decent Korean.,sauce~,FOOD#QUALITY~,negative~,4~,9~
"The side dishes were passable, and I did get a refill upon request.",side dishes~side dishes~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,neutral~neutral~,4~4~,15~15~
The real problem I had with this place was the complete lack of service.,service~,SERVICE#GENERAL~,negative~,64~,71~
I mentioned the squid dish wasn't very good when the waitress visited.
She just nodded and walked off.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"There were no communications issues either, as she spoke perfect English."
"As to my comment about the food, no apology or acknowledgment was made.",NULL~,SERVICE#GENERAL~,negative~,0~,0~
My wife had barely touched that mess of a dish.,dish~,FOOD#QUALITY~,negative~,42~,46~
We were charged full price.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village."
"Authentic Korean food lovers should visit 32nd Street, of course."
Lives up to the hype,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
We've lived around the corner from this place for over a year and finally had dinner there.
We've tried before but it always packed and doesn't take reservations.,NULL~,RESTAURANT#MISCELLANEOUS~,neutral~,0~,0~
It was well worth the wait.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
The wife had the risotto which was amazing.,risotto~,FOOD#QUALITY~,positive~,17~,24~
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,0~0~,0~0~
The farro salad and the mashed yukon potatoes were also extremely tasty.,farro salad~mashed yukon potatoes~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~24~,15~45~
i love margherita pizza – i looove east village pizza,east village pizza~margherita pizza~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,35~7~,53~23~
"Love this place, every time we are in the city this is one of the places we always go.",place~,RESTAURANT#GENERAL~,positive~,10~,15~
A quintessential slice of NYC pizza.,slice of NYC pizza~,FOOD#QUALITY~,neutral~,17~,35~
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",crust~sauce~cheese~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,4~48~108~,9~53~114~
"Personally I like the margherita pizza better, but they are all good.",margherita pizza~NULL~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,22~0~,38~0~
Possibly the Most Romantic Restaurant in the City,Restaurant~,AMBIENCE#GENERAL~,positive~,27~,37~
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie~modern Japanese brasserie~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,positive~positive~,32~32~,57~57~
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot~unmarked wooden doors~décor~,LOCATION#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,neutral~positive~positive~,60~85~129~,64~106~134~
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths~glass ceilings~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,117~226~,131~240~
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,NULL~waiter~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~,0~74~,0~80~
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu~BBE $29 fixe prix menu~,FOOD#PRICES~FOOD#STYLE_OPTIONS~,positive~positive~,17~17~,39~39~
I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.
We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche~,FOOD#QUALITY~,positive~,33~,53~
Our first course was Tuna Sashimi with Green Yuzu Sauce.
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Black Cod~Grilled Salmon dish~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,13~106~,30~125~
The entrees were served with miso soup and rice.
The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s~,DRINKS#QUALITY~,positive~,4~,10~
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",frozen black sesame mousse~matcha (powdered green tea) and blueberry cheesecake~,FOOD#QUALITY~FOOD#QUALITY~,neutral~positive~,27~94~,53~146~
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie~brasserie~,RESTAURANT#GENERAL~RESTAURANT#PRICES~,positive~positive~,191~191~,200~200~
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi~Zenkichi~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,positive~positive~,95~95~,103~103~
Terrible would be a compliment!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service~,SERVICE#GENERAL~,negative~,4~,11~
"We were 10 people celebrtating a birthday, we sat in the tent."
We paid a fixed pricce but got nothing!!,NULL~,SERVICE#GENERAL~,negative~,0~,0~
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service~drinks~pita bread~NULL~,SERVICE#GENERAL~DRINKS#PRICES~FOOD#PRICES~SERVICE#GENERAL~,negative~negative~negative~negative~,63~124~141~0~,70~130~151~0~
Stay away,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Great Shabu Shabu,Shabu Shabu~,FOOD#QUALITY~,positive~,6~,17~
"I go here at least once every other week, particularly when it's cold!"
I love it.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
To be honest we only ever eat the Shabu Shabu.
I tried a couple other dishes but wasn't too impressed.,dishes~,FOOD#QUALITY~,neutral~,23~,29~
"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu~,FOOD#QUALITY~,positive~,12~,23~
In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.
